"","Ticker","SharesOutstanding","SO_Units","PublicFloat","PF_Units","SharesSoldShort","SSS_Units","ChangefromLast","PercentofFloat","Shares_Outstanding","Public_Float","Shares_Sold_Short"
"4730","NARI",48.71,"M",25.87,"M",718039,NA,-4.17,2.78,48710000,25870000,718039
"4731","NATH",4.11,"M",2.57,"M",47661,NA,-12.94,1.85,4110000,2570000,47661
"4732","NATI",131.61,"M",120.85,"M",4.07,"M",9.14,3.37,131610000,120850000,4070000
"4733","NATR",19.66,"M",15.48,"M",115059,NA,0.76,0.74,19660000,15480000,115059
"4734","NAVI",193.93,"M",181.13,"M",10.55,"M",-10.96,5.82,193930000,181130000,10550000
"4735","NBAC",NA,NA,5.75,"M",336146,NA,-7.09,5.85,NA,5750000,336146
"4736","NBACR",NA,NA,NA,NA,10461,NA,-27.79,NA,NA,NA,10461
"4737","NBACU",7.46,"M",NA,NA,382,NA,-49.87,NA,7460000,NA,382
"4738","NBACW",NA,NA,NA,NA,13340,NA,-23.74,NA,NA,NA,13340
"4739","NBEV",120.53,"M",115.19,"M",5.14,"M",-9.31,4.46,120530000,115190000,5140000
"4740","NBIX",93.43,"M",92.7,"M",4.05,"M",-1.22,4.37,93430000,92700000,4050000
"4741","NBLX",90.35,"M",33.09,"M",440824,NA,-22.89,1.33,90350000,33090000,440824
"4742","NBN",NA,NA,8.12,"M",154354,NA,18.17,1.9,NA,8120000,154354
"4743","NBRV",21.08,"M",15.37,"M",1.28,"M",75.53,8.32,21080000,15370000,1280000
"4744","NBSE",23.18,"M",21.84,"M",805036,NA,-12.03,3.69,23180000,21840000,805036
"4745","NBTB",43.63,"M",42.5,"M",557014,NA,-9.75,1.31,43630000,42500000,557014
"4746","NBTX",33.34,"M",NA,NA,18390,NA,11.6,NA,33340000,NA,18390
"4747","NCBS",10.01,"M",8.81,"M",220213,NA,0.43,2.5,10010000,8810000,220213
"4748","NCMI",79.58,"M",77.38,"M",2.83,"M",-5.29,3.66,79580000,77380000,2830000
"4749","NCNA",48.5,"M",41.28,"M",42974,NA,-57.69,0.1,48500000,41280000,42974
"4750","NCNO",91.15,"M",56.66,"M",2.37,"M",5.21,4.19,91150000,56660000,2370000
"4751","NCSM",2.36,"M",630651,NA,8790,NA,-1.46,1.39,2360000,630651,8790
"4752","NCTY",8.36,"M",5.9,"M",656236,NA,-11.89,11.12,8360000,5900000,656236
"4753","NDAQ",164.04,"M",114.06,"M",2.6,"M",-1.8,2.28,164040000,114060000,2600000
"4754","NDLS",44.37,"M",39.52,"M",1.32,"M",-3.76,3.34,44370000,39520000,1320000
"4755","NDRA",37.59,"M",31.78,"M",373732,NA,-61.84,1.18,37590000,31780000,373732
"4756","NDRAW",NA,NA,NA,NA,10256,NA,614.7,NA,NA,NA,10256
"4757","NDSN",58.09,"M",51.49,"M",391677,NA,-12.87,0.76,58090000,51490000,391677
"4758","NEBCU",27.5,"M",26.42,"M",4340,NA,-12.89,0.02,27500000,26420000,4340
"4759","NEO",115.11,"M",110.26,"M",5.51,"M",3.53,4.99,115110000,110260000,5510000
"4760","NEOG",53.24,"M",53.06,"M",1.55,"M",3.26,2.91,53240000,53060000,1550000
"4761","NEON",11.47,"M",7.17,"M",223298,NA,-5.09,3.12,11470000,7170000,223298
"4762","NEOS",49.76,"M",49.22,"M",1.29,"M",29.73,2.62,49760000,49220000,1290000
"4763","NEPH",9.87,"M",8.62,"M",12533,NA,55.25,0.15,9870000,8620000,12533
"4764","NEPT",165.49,"M",122.52,"M",5.45,"M",-16.85,4.45,165490000,122520000,5450000
"4765","NERV",41.2,"M",36.09,"M",2.15,"M",6.55,5.97,41200000,36090000,2150000
"4766","NESR",87.78,"M",61.21,"M",1.86,"M",-11.07,3.03,87780000,61210000,1860000
"4767","NESRW",NA,NA,NA,NA,18987,NA,-21.51,NA,NA,NA,18987
"4768","NETE",4.6,"M",3.89,"M",224780,NA,-46.87,5.78,4600000,3890000,224780
"4769","NEWA",NA,NA,5.61,"M",17810,NA,454.83,0.32,NA,5610000,17810
"4770","NEWT",21.78,"M",20.33,"M",352247,NA,14.2,1.73,21780000,20330000,352247
"4771","NEWTL",2.73,"M",NA,NA,2799,NA,-28.06,NA,2730000,NA,2799
"4772","NEWTZ",4,"M",NA,NA,15527,NA,611.59,NA,4e+06,NA,15527
"4773","NEXT",120.65,"M",109.32,"M",551524,NA,-19.01,0.5,120650000,109320000,551524
"4774","NFBK",53.12,"M",46.05,"M",479580,NA,-20.88,1.04,53120000,46050000,479580
"4775","NFE",174.62,"M",59.55,"M",2.39,"M",12.83,4.02,174620000,59550000,2390000
"4776","NFLX",441.8,"M",435.7,"M",7.68,"M",5.27,1.76,441800000,435700000,7680000
"4777","NGAC",NA,NA,NA,NA,283326,NA,-63.84,NA,NA,NA,283326
"4778","NGACU",35,"M",NA,NA,2348,NA,48.05,NA,3.5e+07,NA,2348
"4779","NGACW",NA,NA,NA,NA,83318,NA,537.13,NA,NA,NA,83318
"4780","NGM",73.65,"M",6.11,"M",1.85,"M",8.47,30.3,73650000,6110000,1850000
"4781","NGMS",NA,NA,5.17,"M",8225,NA,-48.43,0.16,NA,5170000,8225
"4782","NH",111.02,"M",38.25,"M",1.86,"M",-35.1,4.87,111020000,38250000,1860000
"4783","NHIC",17.25,"M",17.25,"M",38790,NA,-73.9,0.22,17250000,17250000,38790
"4784","NHICU",15,"M",14.9,"M",1936,NA,-66.52,0.01,1.5e+07,14900000,1936
"4785","NHICW",NA,NA,NA,NA,26423,NA,-64.35,NA,NA,NA,26423
"4786","NHLD",13.77,"M",8.02,"M",69618,NA,11.17,0.87,13770000,8020000,69618
"4787","NHLDW",NA,NA,NA,NA,4929,NA,-13.89,NA,NA,NA,4929
"4788","NHTC",11.42,"M",6.95,"M",37031,NA,12.78,0.53,11420000,6950000,37031
"4789","NICE",62.73,"M",62.61,"M",1.13,"M",28.16,1.81,62730000,62610000,1130000
"4790","NICK",7.7,"M",7.04,"M",36520,NA,-16.7,0.52,7700000,7040000,36520
"4791","NISN",17.62,"M",7.31,"M",446893,NA,-6.72,6.11,17620000,7310000,446893
"4792","NIU",65.13,"M",64.58,"M",2.23,"M",52.8,3.45,65130000,64580000,2230000
"4793","NK",109,"M",34.82,"M",5.43,"M",-17.1,15.6,1.09e+08,34820000,5430000
"4794","NKLA",384.09,"M",151.85,"M",32.06,"M",-16.7,21.11,384090000,151850000,32060000
"4795","NKSH",6.43,"M",6.27,"M",91246,NA,21.84,1.46,6430000,6270000,91246
"4796","NKTR",179.4,"M",176.83,"M",21.16,"M",-7.59,11.97,179400000,176830000,21160000
"4797","NKTX",32.6,"M",17.31,"M",1.35,"M",-1.41,7.81,32600000,17310000,1350000
"4798","NLOK",591.87,"M",574.58,"M",21.04,"M",7.11,3.66,591870000,574580000,21040000
"4799","NLSP",11.78,"M",5.77,"M",4135,NA,0,0.07,11780000,5770000,4135
"4800","NLSPW",NA,NA,NA,NA,1012,NA,0,NA,NA,NA,1012
"4801","NLTX",41.93,"M",32.46,"M",3.22,"M",7.71,9.91,41930000,32460000,3220000
"4802","NMCI",32.45,"M",20.77,"M",83420,NA,-15.05,0.4,32450000,20770000,83420
"4803","NMFC",96.83,"M",85.52,"M",786297,NA,-14.62,0.92,96830000,85520000,786297
"4804","NMFCL",NA,NA,NA,NA,7587,NA,16.35,NA,NA,NA,7587
"4805","NMIH",85.16,"M",83.49,"M",2.81,"M",-1.41,3.36,85160000,83490000,2810000
"4806","NMMC",13.23,"M",NA,NA,54809,NA,-44.17,NA,13230000,NA,54809
"4807","NMMCU",13.23,"M",13.13,"M",1855,NA,21.4,0.01,13230000,13130000,1855
"4808","NMMCW",NA,NA,NA,NA,7042,NA,-80.78,NA,NA,NA,7042
"4809","NMRD",22.93,"M",8.78,"M",275775,NA,119.2,3.14,22930000,8780000,275775
"4810","NMRK",159.08,"M",151.69,"M",1.93,"M",-3.01,1.27,159080000,151690000,1930000
"4811","NMTR",203.4,"M",187.51,"M",3.64,"M",-36.75,1.94,203400000,187510000,3640000
"4812","NNBR",42.31,"M",41.41,"M",1.49,"M",-0.95,3.6,42310000,41410000,1490000
"4813","NNDM",248.82,"M",46.03,"M",12.77,"M",-9.24,27.74,248820000,46030000,12770000
"4814","NNOX",46.1,"M",24.81,"M",2.9,"M",27,11.67,46100000,24810000,2900000
"4815","NODK",21.47,"M",7.29,"M",68043,NA,10.26,0.93,21470000,7290000,68043
"4816","NOVN",141.51,"M",133.15,"M",6.28,"M",7.62,4.72,141510000,133150000,6280000
"4817","NOVT",35.16,"M",34.19,"M",545192,NA,7.78,1.59,35160000,34190000,545192
"4818","NPA",NA,NA,22.51,"M",570196,NA,48.24,2.53,NA,22510000,570196
"4819","NPAUU",NA,NA,NA,NA,735,NA,-44.82,NA,NA,NA,735
"4820","NPAWW",NA,NA,NA,NA,21697,NA,17.8,NA,NA,NA,21697
"4821","NRACU",24.15,"M",NA,NA,2220,NA,0,NA,24150000,NA,2220
"4822","NRBO",22.17,"M",8.93,"M",241457,NA,-73.26,2.7,22170000,8930000,241457
"4823","NRC",25.39,"M",13.61,"M",304265,NA,7.78,2.23,25390000,13610000,304265
"4824","NRIM",6.25,"M",6.12,"M",86258,NA,6.86,1.41,6250000,6120000,86258
"4825","NRIX",38.91,"M",15.14,"M",2.35,"M",22.38,15.54,38910000,15140000,2350000
"4826","NSEC",NA,NA,1.08,"M",225,NA,-72.19,0.02,NA,1080000,225
"4827","NSIT",35.1,"M",34.44,"M",2,"M",-2.89,5.81,35100000,34440000,2e+06
"4828","NSSC",18.35,"M",14.4,"M",707417,NA,1.29,4.91,18350000,14400000,707417
"4829","NSTG",44.07,"M",43.75,"M",3.85,"M",1.95,8.8,44070000,43750000,3850000
"4830","NSYS",2.66,"M",1.18,"M",4520,NA,1.1,0.38,2660000,1180000,4520
"4831","NTAP",223.38,"M",222.69,"M",9.91,"M",-5.57,4.45,223380000,222690000,9910000
"4832","NTCT",73.44,"M",70.81,"M",3.53,"M",-17.55,4.98,73440000,70810000,3530000
"4833","NTEC",3.95,"M",3.56,"M",517065,NA,1.16,14.54,3950000,3560000,517065
"4834","NTES",691.02,"M",691.02,"M",7.46,"M",-3.44,1.08,691020000,691020000,7460000
"4835","NTGR",29.9,"M",29.45,"M",3.23,"M",-0.57,10.98,29900000,29450000,3230000
"4836","NTIC",9.1,"M",7.59,"M",7032,NA,45.44,0.09,9100000,7590000,7032
"4837","NTLA",59.08,"M",51.13,"M",8.57,"M",-9.29,16.77,59080000,51130000,8570000
"4838","NTNX",190.08,"M",187.42,"M",5.08,"M",-1.13,2.71,190080000,187420000,5080000
"4839","NTRA",85.37,"M",78.23,"M",4.87,"M",0.32,6.23,85370000,78230000,4870000
"4840","NTRS",208.31,"M",204.25,"M",2.48,"M",-13.41,1.21,208310000,204250000,2480000
"4841","NTRSO",NA,NA,NA,NA,24525,NA,221.51,NA,NA,NA,24525
"4842","NTUS",33.87,"M",33.22,"M",830593,NA,1.43,2.5,33870000,33220000,830593
"4843","NTWK",11.36,"M",9.77,"M",43765,NA,68.23,0.45,11360000,9770000,43765
"4844","NUAN",285.06,"M",282.89,"M",26.84,"M",-1.92,9.49,285060000,282890000,26840000
"4845","NURO",3.8,"M",3.76,"M",14833,NA,-42.71,0.39,3800000,3760000,14833
"4846","NUVA",51.28,"M",50.7,"M",3.83,"M",7.53,7.56,51280000,50700000,3830000
"4847","NUZE",14.94,"M",8.61,"M",7262,NA,-54.28,0.08,14940000,8610000,7262
"4848","NVAX",61.28,"M",63.05,"M",6.13,"M",-1.08,9.72,61280000,63050000,6130000
"4849","NVCN",65.93,"M",62.26,"M",1.09,"M",1.66,1.74,65930000,62260000,1090000
"4850","NVCR",101.8,"M",86.85,"M",4.64,"M",-5.25,5.34,101800000,86850000,4640000
"4851","NVDA",619,"M",593.31,"M",6.52,"M",-2,1.1,6.19e+08,593310000,6520000
"4852","NVEC",4.83,"M",4.75,"M",109073,NA,-3.92,2.3,4830000,4750000,109073
"4853","NVEE",13.25,"M",9.7,"M",709997,NA,-1.98,7.32,13250000,9700000,709997
"4854","NVFY",5.56,"M",3.45,"M",19566,NA,62.6,0.57,5560000,3450000,19566
"4855","NVIV",16.67,"M",18.2,"M",4.12,"M",6.54,22.62,16670000,18200000,4120000
"4856","NVMI",28.24,"M",27.4,"M",612277,NA,32.92,2.23,28240000,27400000,612277
"4857","NWBI",127.02,"M",120.13,"M",2.34,"M",-14.65,1.95,127020000,120130000,2340000
"4858","NWE",50.62,"M",50.03,"M",840296,NA,4.05,1.68,50620000,50030000,840296
"4859","NWFL",8.23,"M",7.41,"M",46155,NA,-9.26,0.62,8230000,7410000,46155
"4860","NWL",424.6,"M",421.08,"M",7.69,"M",-22.09,1.83,424600000,421080000,7690000
"4861","NWLI",3.44,"M",3.41,"M",24164,NA,11.24,0.71,3440000,3410000,24164
"4862","NWPX",9.81,"M",9.52,"M",122600,NA,-0.13,1.29,9810000,9520000,122600
"4863","NWS",199.63,"M",111.12,"M",1.53,"M",23.22,1.37,199630000,111120000,1530000
"4864","NWSA",391.09,"M",388.75,"M",6.27,"M",-6.23,1.61,391090000,388750000,6270000
"4865","NXGN",67,"M",54.14,"M",1.25,"M",-0.34,2.3,6.7e+07,54140000,1250000
"4866","NXPI",279.75,"M",278.46,"M",3.84,"M",7.43,1.38,279750000,278460000,3840000
"4867","NXST",43.3,"M",41.57,"M",2.54,"M",-10.03,6.12,43300000,41570000,2540000
"4868","NXTC",27.55,"M",18.19,"M",1.94,"M",5.51,10.67,27550000,18190000,1940000
"4869","NXTD",45.05,"M",35.67,"M",1.53,"M",-43.74,4.3,45050000,35670000,1530000
"4870","NYMT",377.74,"M",374.71,"M",10.84,"M",11.99,2.89,377740000,374710000,10840000
"4871","NYMTM",7.41,"M",NA,NA,13030,NA,31.88,NA,7410000,NA,13030
"4872","NYMTN",6.12,"M",NA,NA,6615,NA,5.92,NA,6120000,NA,6615
"4873","NYMTO",4.18,"M",NA,NA,7243,NA,121.7,NA,4180000,NA,7243
"4874","NYMTP",3.16,"M",NA,NA,5593,NA,-17.19,NA,3160000,NA,5593
"4875","NYMX",77.21,"M",44.54,"M",3.71,"M",6.44,8.32,77210000,44540000,3710000
"4876","OAS",20,"M",19.93,"M",38705,NA,-30.81,0.19,2e+07,19930000,38705
"4877","OBAS",NA,NA,5.06,"M",383,NA,-67.1,0.01,NA,5060000,383
"4878","OBCI",9.46,"M",3.62,"M",122152,NA,-24.34,3.37,9460000,3620000,122152
"4879","OBLN",7.77,"M",6.18,"M",442999,NA,-44.8,7.17,7770000,6180000,442999
"4880","OBNK",23.51,"M",21.91,"M",201506,NA,14.46,0.92,23510000,21910000,201506
"4881","OBSV",81.22,"M",48.52,"M",2.18,"M",-4.75,4.5,81220000,48520000,2180000
"4882","OCAXU",14.95,"M",NA,NA,39,NA,-94.55,NA,14950000,NA,39
"4883","OCC",7.54,"M",4.82,"M",50726,NA,9.3,1.05,7540000,4820000,50726
"4884","OCCIP",NA,NA,NA,NA,70,NA,-95.17,NA,NA,NA,70
"4885","OCDX",233.98,"M",77.94,"M",519716,NA,9404.68,0.67,233980000,77940000,519716
"4886","OCFC",60.39,"M",58.91,"M",709197,NA,4.7,1.2,60390000,58910000,709197
"4887","OCFCP",2.29,"M",NA,NA,1213,NA,56.52,NA,2290000,NA,1213
"4888","OCG",20.26,"M",10.33,"M",26034,NA,-15.01,0.25,20260000,10330000,26034
"4889","OCGN",188.03,"M",181.73,"M",8.16,"M",-28.09,4.49,188030000,181730000,8160000
"4890","OCSL",140.96,"M",122.02,"M",1.59,"M",3.79,1.3,140960000,122020000,1590000
"4891","OCUL",71.58,"M",71.79,"M",4.75,"M",3.57,6.62,71580000,71790000,4750000
"4892","OCUP",10.88,"M",10.51,"M",8030,NA,-67.54,0.08,10880000,10510000,8030
"4893","ODFL",117.33,"M",104.25,"M",1.26,"M",-18.17,1.2,117330000,104250000,1260000
"4894","ODP",53.5,"M",52.35,"M",2.51,"M",-5.13,4.79,53500000,52350000,2510000
"4895","ODT",38.6,"M",29.48,"M",3.24,"M",-16.21,10.99,38600000,29480000,3240000
"4896","OEG",30.42,"M",41.54,"M",1.86,"M",-7.6,4.48,30420000,41540000,1860000
"4897","OEPWU",34.5,"M",NA,NA,1854,NA,-67.77,NA,34500000,NA,1854
"4898","OESX",30.76,"M",27.26,"M",1.28,"M",-4.75,4.68,30760000,27260000,1280000
"4899","OFED",5.6,"M",1.2,"M",11062,NA,3.17,0.92,5600000,1200000,11062
"4900","OFIX",19.33,"M",18.63,"M",364027,NA,-10.22,1.95,19330000,18630000,364027
"4901","OFLX",10.09,"M",2.88,"M",286447,NA,-6.49,9.94,10090000,2880000,286447
"4902","OFS",13.41,"M",13.32,"M",31522,NA,7.24,0.24,13410000,13320000,31522
"4903","OFSSG",1,"M",NA,NA,785,NA,89.61,NA,1e+06,NA,785
"4904","OFSSI",2.17,"M",NA,NA,4820,NA,6159.74,NA,2170000,NA,4820
"4905","OFSSL",2,"M",NA,NA,553,NA,-56.39,NA,2e+06,NA,553
"4906","OFSSZ",NA,NA,NA,NA,159,NA,-30.87,NA,NA,NA,159
"4907","OGI",232.16,"M",230.95,"M",11.43,"M",36.95,4.95,232160000,230950000,11430000
"4908","OIIM",27.24,"M",NA,NA,473444,NA,4.44,NA,27240000,NA,473444
"4909","OKTA",119.96,"M",119.94,"M",4.49,"M",-11.28,3.74,119960000,119940000,4490000
"4910","OLB",6.16,"M",2.1,"M",314598,NA,464.35,15.01,6160000,2100000,314598
"4911","OLED",47.11,"M",42.93,"M",959889,NA,18.45,2.24,47110000,42930000,959889
"4912","OLLI",65.42,"M",56.76,"M",7.47,"M",1.71,13.17,65420000,56760000,7470000
"4913","OLMA",38.52,"M",31.34,"M",445368,NA,-4.72,1.42,38520000,31340000,445368
"4914","OM",42.7,"M",34.84,"M",917100,NA,-3.58,2.63,42700000,34840000,917100
"4915","OMAB",NA,NA,42.27,"M",107640,NA,-8.6,0.25,NA,42270000,107640
"4916","OMCL",42.31,"M",41.47,"M",1.82,"M",2.23,4.4,42310000,41470000,1820000
"4917","OMEG",12,"M",NA,NA,1637,NA,-73.83,NA,1.2e+07,NA,1637
"4918","OMER",61.65,"M",58.92,"M",12.76,"M",2.93,21.66,61650000,58920000,12760000
"4919","OMEX",12.21,"M",8.08,"M",1.25,"M",0.32,15.47,12210000,8080000,1250000
"4920","OMP",20.06,"M",10.7,"M",200788,NA,25.71,1.88,20060000,10700000,200788
"4921","ON",411.88,"M",405.94,"M",32.35,"M",6.29,7.97,411880000,405940000,32350000
"4922","ONB",165.38,"M",162.6,"M",4.7,"M",5.17,2.89,165380000,162600000,4700000
"4923","ONCR",25.62,"M",18.46,"M",185559,NA,-41.35,1.01,25620000,18460000,185559
"4924","ONCS",35.7,"M",15.59,"M",404822,NA,-9.32,2.6,35700000,15590000,404822
"4925","ONCT",46.27,"M",38.79,"M",104119,NA,-23.07,0.27,46270000,38790000,104119
"4926","ONCY",46.18,"M",45.45,"M",828747,NA,-65.19,1.82,46180000,45450000,828747
"4927","ONDS",26.64,"M",18.66,"M",91241,NA,251.37,0.49,26640000,18660000,91241
"4928","ONEM",133.01,"M",87.49,"M",9.48,"M",15.65,10.84,133010000,87490000,9480000
"4929","ONEW",10.87,"M",8.31,"M",314095,NA,-1.98,3.78,10870000,8310000,314095
"4930","ONTX",231.69,"M",215.01,"M",16.35,"M",29.11,7.61,231690000,215010000,16350000
"4931","ONTXW",NA,NA,NA,NA,1817,NA,0,NA,NA,NA,1817
"4932","ONVO",7.12,"M",6.99,"M",268053,NA,-23.63,3.83,7120000,6990000,268053
"4933","OPBK",15.02,"M",11.84,"M",114491,NA,38.05,0.97,15020000,11840000,114491
"4934","OPCH",179.79,"M",85.37,"M",1.61,"M",2.41,1.88,179790000,85370000,1610000
"4935","OPEN",577.24,"M",290.06,"M",7.66,"M",-34.18,2.64,577240000,290060000,7660000
"4936","OPENW",NA,NA,NA,NA,298690,NA,148501.99,NA,NA,NA,298690
"4937","OPGN",20.16,"M",20.12,"M",654547,NA,-43.39,3.25,20160000,20120000,654547
"4938","OPHC",2.95,"M",1.69,"M",3497,NA,-15.2,0.21,2950000,1690000,3497
"4939","OPI",48.32,"M",46.96,"M",1.83,"M",8.58,3.91,48320000,46960000,1830000
"4940","OPINI",NA,NA,NA,NA,1628,NA,-47.69,NA,NA,NA,1628
"4941","OPINL",6.48,"M",NA,NA,20624,NA,87.03,NA,6480000,NA,20624
"4942","OPK",670.04,"M",404.68,"M",97.43,"M",-4.99,24.07,670040000,404680000,97430000
"4943","OPNT",4.26,"M",3.89,"M",10123,NA,59.09,0.26,4260000,3890000,10123
"4944","OPOF",5.22,"M",4.44,"M",1712,NA,-12.96,0.04,5220000,4440000,1712
"4945","OPRA",115.05,"M",NA,NA,514360,NA,16.97,NA,115050000,NA,514360
"4946","OPRT",27.7,"M",16.98,"M",158239,NA,-4.82,0.93,27700000,16980000,158239
"4947","OPRX",15.11,"M",13.92,"M",930303,NA,-9.64,6.68,15110000,13920000,930303
"4948","OPT",42.21,"M",NA,NA,20713,NA,-47.38,NA,42210000,NA,20713
"4949","OPTN",51.99,"M",29.04,"M",4.72,"M",33.28,16.25,51990000,29040000,4720000
"4950","OPTT",31.13,"M",31.01,"M",4.03,"M",19.56,12.99,31130000,31010000,4030000
"4951","ORBC",78.01,"M",73.35,"M",1.59,"M",-15.73,2.17,78010000,73350000,1590000
"4952","ORGO",125.29,"M",25.64,"M",1.04,"M",0.72,4.05,125290000,25640000,1040000
"4953","ORGS",24.16,"M",20.86,"M",314456,NA,-3.53,1.51,24160000,20860000,314456
"4954","ORIC",35.88,"M",22.87,"M",3.42,"M",-1.24,14.95,35880000,22870000,3420000
"4955","ORLY",72.45,"M",70,"M",1.02,"M",-8.89,1.46,72450000,7e+07,1020000
"4956","ORMP",26.66,"M",24.09,"M",1.82,"M",45.92,7.54,26660000,24090000,1820000
"4957","ORPH",34.87,"M",NA,NA,7400,NA,275.06,NA,34870000,NA,7400
"4958","ORRF",11.2,"M",10.65,"M",98932,NA,24.51,0.93,11200000,10650000,98932
"4959","ORTX",121.87,"M",104.23,"M",4.12,"M",30.6,3.95,121870000,104230000,4120000
"4960","OSBC",29.33,"M",27.15,"M",273697,NA,21.76,1.01,29330000,27150000,273697
"4961","OSIS",17.97,"M",16.66,"M",949789,NA,-2.4,5.7,17970000,16660000,949789
"4962","OSMT",63.78,"M",14.45,"M",2.03,"M",-7.7,14.03,63780000,14450000,2030000
"4963","OSN",6.6,"M",NA,NA,7404,NA,25.66,NA,6600000,NA,7404
"4964","OSPN",40.35,"M",34.84,"M",1.88,"M",-3.64,5.4,40350000,34840000,1880000
"4965","OSS",16.62,"M",11.76,"M",96385,NA,86.59,0.82,16620000,11760000,96385
"4966","OSTK",42.77,"M",42.28,"M",3.6,"M",-22.46,8.52,42770000,42280000,3600000
"4967","OSTRU",23,"M",NA,NA,4239,NA,-16.44,NA,2.3e+07,NA,4239
"4968","OSUR",71.73,"M",70.74,"M",6.11,"M",-8.68,8.63,71730000,70740000,6110000
"4969","OSW",61.22,"M",35,"M",5.25,"M",-10.72,14.99,61220000,3.5e+07,5250000
"4970","OTEL",3.42,"M",1.57,"M",2581,NA,-6.15,0.16,3420000,1570000,2581
"4971","OTEX",272.79,"M",268.21,"M",2.37,"M",-38.16,0.88,272790000,268210000,2370000
"4972","OTIC",48.32,"M",43.31,"M",1.71,"M",16.06,3.95,48320000,43310000,1710000
"4973","OTLK",173.43,"M",57.28,"M",884117,NA,-55.07,1.54,173430000,57280000,884117
"4974","OTLKW",NA,NA,NA,NA,160135,NA,5629.34,NA,NA,NA,160135
"4975","OTRA",10.63,"M",NA,NA,1113,NA,-94.95,NA,10630000,NA,1113
"4976","OTRAU",10.45,"M",7.85,"M",568,NA,-53.17,0.01,10450000,7850000,568
"4977","OTRAW",NA,NA,NA,NA,7286,NA,-61.05,NA,NA,NA,7286
"4978","OTRK",17.42,"M",7.41,"M",2.52,"M",6.43,33.96,17420000,7410000,2520000
"4979","OTRKP",1.96,"M",NA,NA,1674,NA,-56.06,NA,1960000,NA,1674
"4980","OTTR",40.87,"M",40.76,"M",373283,NA,1.2,0.92,40870000,40760000,373283
"4981","OVBC",4.79,"M",3.97,"M",76392,NA,8.16,1.92,4790000,3970000,76392
"4982","OVID",63.44,"M",38.18,"M",2.75,"M",-6.43,7.21,63440000,38180000,2750000
"4983","OVLY",8.22,"M",6,"M",52204,NA,21.76,0.87,8220000,6e+06,52204
"4984","OXBR",NA,NA,3.96,"M",21164,NA,-97.83,0.53,NA,3960000,21164
"4985","OXBRW",NA,NA,NA,NA,24082,NA,-47.23,NA,NA,NA,24082
"4986","OXFD",25.58,"M",25.01,"M",136459,NA,-11.07,0.55,25580000,25010000,136459
"4987","OXLCM",NA,NA,NA,NA,2399,NA,-18.71,NA,NA,NA,2399
"4988","OXLCO",2.42,"M",NA,NA,3101,NA,14.6,NA,2420000,NA,3101
"4989","OXLCP",3.66,"M",NA,NA,5775,NA,193,NA,3660000,NA,5775
"4990","OXSQ",49.59,"M",45.45,"M",176003,NA,5.92,0.39,49590000,45450000,176003
"4991","OXSQL",NA,NA,NA,NA,279,NA,-91.76,NA,NA,NA,279
"4992","OXSQZ",NA,NA,NA,NA,2614,NA,11.42,NA,NA,NA,2614
"4993","OYST",25.91,"M",8.83,"M",820236,NA,4.32,9.28,25910000,8830000,820236
"4994","OZK",NA,NA,121.05,"M",4.79,"M",-22.03,3.96,NA,121050000,4790000
"4995","OZON",184.18,"M",175.73,"M",599253,NA,71.85,0.34,184180000,175730000,599253
"4996","PAA",728.1,"M",464.91,"M",26.02,"M",49,5.6,728100000,464910000,26020000
"4997","PAAS",210.26,"M",205.94,"M",2.95,"M",-21.45,1.43,210260000,205940000,2950000
"4998","PACB",187.22,"M",182.92,"M",9.71,"M",-25.31,5.31,187220000,182920000,9710000
"4999","PACW",116.78,"M",113.1,"M",2.59,"M",19.38,2.29,116780000,113100000,2590000
"5000","PACXU",40.25,"M",NA,NA,4394,NA,85.87,NA,40250000,NA,4394
"5001","PAE",92.04,"M",62.73,"M",1.97,"M",0.84,3.15,92040000,62730000,1970000
"5002","PAEWW",NA,NA,NA,NA,170,NA,-20.93,NA,NA,NA,170
"5003","PAGP",184.26,"M",181.21,"M",10.12,"M",44.87,5.58,184260000,181210000,10120000
"5004","PAHC",20.29,"M",20.18,"M",1.18,"M",4.1,5.86,20290000,20180000,1180000
"5005","PAIC",9.29,"M",5.96,"M",51,NA,-99.77,0,9290000,5960000,51
"5006","PAICW",NA,NA,NA,NA,4536,NA,-80.76,NA,NA,NA,4536
"5007","PAND",29.52,"M",11.73,"M",483645,NA,50.12,4.12,29520000,11730000,483645
"5008","PANL",45.07,"M",10.99,"M",96121,NA,10.31,0.87,45070000,10990000,96121
"5009","PAQCU",23,"M",NA,NA,20595,NA,216.41,NA,2.3e+07,NA,20595
"5010","PASG",52.92,"M",30.14,"M",1.97,"M",-2.26,6.53,52920000,30140000,1970000
"5011","PATI",3.38,"M",2.19,"M",1688,NA,476.11,0.08,3380000,2190000,1688
"5012","PATK",23.36,"M",22.11,"M",765261,NA,-3.36,3.46,23360000,22110000,765261
"5013","PAVM",71.9,"M",61.77,"M",5.23,"M",10.31,8.47,71900000,61770000,5230000
"5014","PAVMW",NA,NA,NA,NA,429,NA,-63.83,NA,NA,NA,429
"5015","PAVMZ",NA,NA,NA,NA,10817,NA,-11.81,NA,NA,NA,10817
"5016","PAX",54.25,"M",34.61,"M",676066,NA,103.98,1.95,54250000,34610000,676066
"5017","PAYA",116.7,"M",58.84,"M",3.13,"M",-6.79,5.31,116700000,58840000,3130000
