"","Ticker","SharesOutstanding","SO_Units","PublicFloat","PF_Units","SharesSoldShort","SSS_Units","ChangefromLast","PercentofFloat","Shares_Outstanding","Public_Float","Shares_Sold_Short"
"4482","LORL",NA,NA,21.22,"M",714989,NA,-0.68,3.37,NA,21220000,714989
"4483","LOTZ",113.62,"M",11.46,"M",152578,NA,-53.35,1.33,113620000,11460000,152578
"4484","LOTZW",NA,NA,NA,NA,44510,NA,141.8,NA,NA,NA,44510
"4485","LOVE",14.68,"M",11.32,"M",2.68,"M",-6.7,23.67,14680000,11320000,2680000
"4486","LPCN",84.32,"M",67.72,"M",4.38,"M",-1.13,6.46,84320000,67720000,4380000
"4487","LPLA",79.29,"M",78.41,"M",1.75,"M",15.91,2.23,79290000,78410000,1750000
"4488","LPRO",128.2,"M",86.26,"M",3.54,"M",-15.53,4.1,128200000,86260000,3540000
"4489","LPSN",66.89,"M",61.52,"M",12.35,"M",4.44,20.07,66890000,61520000,12350000
"4490","LPTH",26.01,"M",22.52,"M",216254,NA,37.42,0.96,26010000,22520000,216254
"4491","LPTX",59.66,"M",49.21,"M",1.22,"M",13.54,2.48,59660000,49210000,1220000
"4492","LQDA",43.34,"M",23.48,"M",1.19,"M",-12.41,5.07,43340000,23480000,1190000
"4493","LQDT",34.15,"M",24.77,"M",855596,NA,15.94,3.45,34150000,24770000,855596
"4494","LRCX",144.01,"M",143.28,"M",2.89,"M",6.54,2.02,144010000,143280000,2890000
"4495","LRMR",15.36,"M",13.93,"M",201873,NA,-6.72,1.45,15360000,13930000,201873
"4496","LSAQ",9.88,"M",2.8,"M",8268,NA,-61.83,0.3,9880000,2800000,8268
"4497","LSBK",5.83,"M",1.93,"M",141,NA,-52.68,0.01,5830000,1930000,141
"4498","LSCC",NA,NA,134.77,"M",4.82,"M",-8.74,3.58,NA,134770000,4820000
"4499","LSEA",46.23,"M",NA,NA,134871,NA,27.95,NA,46230000,NA,134871
"4500","LSEAW",NA,NA,NA,NA,47711,NA,332.48,NA,NA,NA,47711
"4501","LSTR",38.38,"M",38.07,"M",1.32,"M",0.85,3.46,38380000,38070000,1320000
"4502","LSXMA",100.67,"M",96.72,"M",4.58,"M",1.02,4.74,100670000,96720000,4580000
"4503","LSXMB",9.8,"M",310859,NA,1131,NA,-26.65,0.36,9800000,310859,1131
"4504","LSXMK",229.89,"M",206.89,"M",3.4,"M",-2.5,1.64,229890000,206890000,3400000
"4505","LTBR",5.63,"M",5.41,"M",254443,NA,-4.91,4.71,5630000,5410000,254443
"4506","LTRN",10.53,"M",6.59,"M",170415,NA,287.55,2.58,10530000,6590000,170415
"4507","LTRPA",72.17,"M",72.07,"M",1.87,"M",-1.27,2.6,72170000,72070000,1870000
"4508","LTRPB",2.95,"M",123556,NA,3140,NA,-43.68,2.54,2950000,123556,3140
"4509","LTRX",28.59,"M",16.52,"M",56240,NA,-6.62,0.34,28590000,16520000,56240
"4510","LULU",125.12,"M",119.94,"M",2.68,"M",5.77,2.24,125120000,119940000,2680000
"4511","LUMO",8.3,"M",5.25,"M",42859,NA,-54.46,0.82,8300000,5250000,42859
"4512","LUNA",30.84,"M",26.93,"M",552309,NA,33.28,2.05,30840000,26930000,552309
"4513","LUNG",35.67,"M",17.92,"M",1.37,"M",-12.37,7.64,35670000,17920000,1370000
"4514","LUXA",34.5,"M",32.5,"M",5926,NA,-81.96,0.02,34500000,32500000,5926
"4515","LUXAU",30,"M",NA,NA,5410,NA,-70.32,NA,3e+07,NA,5410
"4516","LUXAW",NA,NA,NA,NA,9621,NA,15.51,NA,NA,NA,9621
"4517","LWACU",17.5,"M",NA,NA,604,NA,NA,NA,17500000,NA,604
"4518","LWAY",15.6,"M",4.13,"M",54568,NA,42.73,1.32,15600000,4130000,54568
"4519","LX",131.7,"M",131.64,"M",6.87,"M",-12.67,5.22,131700000,131640000,6870000
"4520","LXEH",13.33,"M",NA,NA,590,NA,-35.73,NA,13330000,NA,590
"4521","LXRX",141.5,"M",137.67,"M",11.38,"M",-5.11,8.27,141500000,137670000,11380000
"4522","LYFT",308.72,"M",245.32,"M",25.51,"M",4.07,10.4,308720000,245320000,25510000
"4523","LYL",11.47,"M",5.73,"M",9306,NA,-33.52,0.16,11470000,5730000,9306
"4524","LYRA",12.93,"M",8.05,"M",130814,NA,-14.36,1.62,12930000,8050000,130814
"4525","LYTS",26.34,"M",24.18,"M",356188,NA,-34.16,1.47,26340000,24180000,356188
"4526","MAAC",41.07,"M",NA,NA,283780,NA,277.87,NA,41070000,NA,283780
"4527","MAACU",40,"M",NA,NA,998,NA,-97.04,NA,4e+07,NA,998
"4528","MAACW",NA,NA,NA,NA,110471,NA,161.75,NA,NA,NA,110471
"4529","MACK",13.38,"M",13.14,"M",560062,NA,-0.14,4.26,13380000,13140000,560062
"4530","MACU",3.92,"M",11.41,"M",936,NA,6585.71,0.01,3920000,11410000,936
"4531","MACUU",11,"M",NA,NA,1694,NA,-17.89,NA,1.1e+07,NA,1694
"4532","MACUW",NA,NA,NA,NA,16699,NA,284.95,NA,NA,NA,16699
"4533","MAGS",NA,NA,13.29,"M",23657,NA,-24.38,0.18,NA,13290000,23657
"4534","MANH",63.53,"M",62.64,"M",1.89,"M",-6.46,3.02,63530000,62640000,1890000
"4535","MANT",27.18,"M",26.97,"M",579418,NA,2.5,2.15,27180000,26970000,579418
"4536","MAR",324.33,"M",272.54,"M",7.06,"M",11.48,2.59,324330000,272540000,7060000
"4537","MARA",93.91,"M",83.84,"M",10.06,"M",3.65,12,93910000,83840000,10060000
"4538","MARK",99.51,"M",90.93,"M",9.82,"M",23.54,10.8,99510000,90930000,9820000
"4539","MARPS",NA,NA,1.61,"M",1844,NA,-56.91,0.11,NA,1610000,1844
"4540","MASI",55.06,"M",50.93,"M",1.03,"M",-3.91,2.02,55060000,50930000,1030000
"4541","MASS",25.95,"M",9.48,"M",345340,NA,35.81,3.64,25950000,9480000,345340
"4542","MAT",348.04,"M",347.06,"M",10.24,"M",1.58,2.95,348040000,347060000,10240000
"4543","MATW",31.26,"M",30.77,"M",488089,NA,-30.07,1.59,31260000,30770000,488089
"4544","MAXN",33.5,"M",13.59,"M",2.71,"M",4.5,19.98,33500000,13590000,2710000
"4545","MAYS",NA,NA,393297,NA,4019,NA,-5.01,1.02,NA,393297,4019
"4546","MBCN",6.38,"M",5.91,"M",76216,NA,-5.36,1.29,6380000,5910000,76216
"4547","MBII",167.48,"M",91.15,"M",1.53,"M",2.93,1.67,167480000,91150000,1530000
"4548","MBIN",28.75,"M",8.94,"M",141329,NA,13.61,1.58,28750000,8940000,141329
"4549","MBINO",NA,NA,NA,NA,580,NA,-56.03,NA,NA,NA,580
"4550","MBINP",NA,NA,NA,NA,439,NA,-51.49,NA,NA,NA,439
"4551","MBIO",64.39,"M",33.01,"M",4.15,"M",-19.63,12.57,64390000,33010000,4150000
"4552","MBNKP",NA,NA,NA,NA,2718,NA,523.39,NA,NA,NA,2718
"4553","MBOT",7.11,"M",6.1,"M",575425,NA,14.94,9.44,7110000,6100000,575425
"4554","MBRX",62.46,"M",51.88,"M",2.55,"M",5.13,4.92,62460000,51880000,2550000
"4555","MBUU",20.72,"M",20.24,"M",1.49,"M",15.47,7.36,20720000,20240000,1490000
"4556","MBWM",16.33,"M",14.94,"M",238175,NA,-3.43,1.59,16330000,14940000,238175
"4557","MCAC",7.54,"M",5.46,"M",175508,NA,47.53,3.21,7540000,5460000,175508
"4558","MCACR",NA,NA,NA,NA,22210,NA,115.53,NA,NA,NA,22210
"4559","MCACU",7.54,"M",5.05,"M",537,NA,-14.22,0.01,7540000,5050000,537
"4560","MCADU",5.77,"M",NA,NA,2309,NA,NA,NA,5770000,NA,2309
"4561","MCBC",34.1,"M",25.92,"M",366222,NA,50.3,1.41,34100000,25920000,366222
"4562","MCBS",25.67,"M",16.67,"M",256048,NA,-7.7,1.54,25670000,16670000,256048
"4563","MCFE",165.44,"M",65.84,"M",3.52,"M",-26.03,5.35,165440000,65840000,3520000
"4564","MCFT",18.95,"M",18.26,"M",828457,NA,11.14,4.54,18950000,18260000,828457
"4565","MCHP",252.45,"M",254.94,"M",6.64,"M",7.44,2.61,252450000,254940000,6640000
"4566","MCHX",39.9,"M",32.16,"M",633278,NA,-1.07,1.97,39900000,32160000,633278
"4567","MCMJ",NA,NA,13.05,"M",9604,NA,53.47,0.07,NA,13050000,9604
"4568","MCMJW",NA,NA,NA,NA,3820,NA,3083.33,NA,NA,NA,3820
"4569","MCRB",87.72,"M",68.02,"M",7.33,"M",3.51,10.78,87720000,68020000,7330000
"4570","MCRI",18.26,"M",12.75,"M",408106,NA,8.87,3.2,18260000,12750000,408106
"4571","MDB",50.68,"M",55.69,"M",5.9,"M",3.5,10.6,50680000,55690000,5900000
"4572","MDCA",73.31,"M",55.98,"M",278926,NA,-9.3,0.5,73310000,55980000,278926
"4573","MDGL",15.44,"M",10.1,"M",2.87,"M",4.45,28.37,15440000,10100000,2870000
"4574","MDGS",5.34,"M",NA,NA,63130,NA,-45.44,NA,5340000,NA,63130
"4575","MDGSW",NA,NA,NA,NA,2133,NA,-60.48,NA,NA,NA,2133
"4576","MDIA",1.79,"M",1.51,"M",15625,NA,-48.53,1.04,1790000,1510000,15625
"4577","MDJH",11.64,"M",1.44,"M",635,NA,-89.15,0.04,11640000,1440000,635
"4578","MDLZ",1.43,"B",1.43,"B",10.65,"M",3.97,0.75,1.43e+09,1.43e+09,10650000
"4579","MDNA",49,"M",32.68,"M",62124,NA,-23.27,0.19,4.9e+07,32680000,62124
"4580","MDRR",4.8,"M",3.29,"M",1543,NA,-47.87,0.05,4800000,3290000,1543
"4581","MDRRP",230000,NA,NA,NA,4324,NA,372.57,NA,230000,NA,4324
"4582","MDRX",157.98,"M",153.74,"M",20.45,"M",-2.93,13.3,157980000,153740000,20450000
"4583","MDVL",31.67,"M",24.03,"M",55572,NA,558.9,0.23,31670000,24030000,55572
"4584","MDWD",27.21,"M",24.82,"M",22278,NA,64.52,0.09,27210000,24820000,22278
"4585","MDWT",3.74,"M",2.65,"M",25668,NA,5516.63,0.97,3740000,2650000,25668
"4586","MDXG",111.05,"M",94.6,"M",9.05,"M",2.2,9.57,111050000,94600000,9050000
"4587","MEDP",35.41,"M",28.51,"M",736173,NA,-28.11,2.58,35410000,28510000,736173
"4588","MEDS",8.09,"M",3.13,"M",85044,NA,-46.65,2.72,8090000,3130000,85044
"4589","MEIP",112.52,"M",99.97,"M",7.8,"M",0.06,7.81,112520000,99970000,7800000
"4590","MELI",49.87,"M",43.91,"M",1.43,"M",-2.27,3.25,49870000,43910000,1430000
"4591","MEOH",NA,NA,75.46,"M",1.43,"M",-8.01,1.89,NA,75460000,1430000
"4592","MERC",65.87,"M",40.1,"M",424966,NA,-19.03,1.06,65870000,40100000,424966
"4593","MESA",35.53,"M",31.03,"M",1.29,"M",20.31,4.15,35530000,31030000,1290000
"4594","MESO",117.52,"M",NA,NA,3.73,"M",10.74,NA,117520000,NA,3730000
"4595","METC",42.72,"M",9.94,"M",200161,NA,5.76,2.01,42720000,9940000,200161
"4596","METX",53.29,"M",12.45,"M",93000,NA,-84.16,0.75,53290000,12450000,93000
"4597","METXW",NA,NA,NA,NA,3500,NA,51.65,NA,NA,NA,3500
"4598","MFH",8.22,"M",NA,NA,76636,NA,27.94,NA,8220000,NA,76636
"4599","MFIN",24.81,"M",20.55,"M",172960,NA,-0.9,0.84,24810000,20550000,172960
"4600","MFINL",NA,NA,NA,NA,5678,NA,226.89,NA,NA,NA,5678
"4601","MFNC",10.53,"M",8.81,"M",76422,NA,4.58,0.87,10530000,8810000,76422
"4602","MGEE",36.16,"M",36.1,"M",309342,NA,-11.06,0.86,36160000,36100000,309342
"4603","MGI",72.52,"M",58.36,"M",4.22,"M",26.44,7.24,72520000,58360000,4220000
"4604","MGIC",49.04,"M",26.24,"M",58909,NA,462.11,0.22,49040000,26240000,58909
"4605","MGLN",25.83,"M",25.6,"M",520568,NA,-0.23,2.03,25830000,25600000,520568
"4606","MGNI",111.96,"M",102.82,"M",14.31,"M",32.87,13.92,111960000,102820000,14310000
"4607","MGNX",49.14,"M",54.61,"M",3.95,"M",-0.87,7.23,49140000,54610000,3950000
"4608","MGPI",18.12,"M",13.96,"M",2.01,"M",1.23,14.41,18120000,13960000,2010000
"4609","MGRC",24.11,"M",23.86,"M",251502,NA,-25.85,1.05,24110000,23860000,251502
"4610","MGTA",48.25,"M",29.23,"M",1.86,"M",-0.74,6.37,48250000,29230000,1860000
"4611","MGTX",43.41,"M",31.37,"M",401538,NA,0.31,1.28,43410000,31370000,401538
"4612","MGYR",NA,NA,2.39,"M",1432,NA,-11.82,0.06,NA,2390000,1432
"4613","MHLD",84.8,"M",59.1,"M",62004,NA,-64.65,0.1,84800000,59100000,62004
"4614","MICT",68.58,"M",35.16,"M",377274,NA,-11.62,1.07,68580000,35160000,377274
"4615","MIDD",55.61,"M",54.28,"M",6.32,"M",-25.52,11.65,55610000,54280000,6320000
"4616","MIK",147.65,"M",83.36,"M",19.62,"M",-20.39,23.54,147650000,83360000,19620000
"4617","MIME",63.89,"M",58.91,"M",2.4,"M",-9.06,4.07,63890000,58910000,2400000
"4618","MIND",12.88,"M",11.92,"M",12739,NA,-57.63,0.11,12880000,11920000,12739
"4619","MINDP",994046,NA,NA,NA,2948,NA,57.65,NA,994046,NA,2948
"4620","MIRM",29.47,"M",14.25,"M",996297,NA,-2.07,6.99,29470000,14250000,996297
"4621","MIST",29.82,"M",20.52,"M",293135,NA,-9.56,1.43,29820000,20520000,293135
"4622","MITK",42.67,"M",41.39,"M",1.46,"M",-2.01,3.54,42670000,41390000,1460000
"4623","MITO",52.74,"M",NA,NA,57649,NA,25.5,NA,52740000,NA,57649
"4624","MKD",96.94,"M",92,"M",63515,NA,100.32,0.07,96940000,9.2e+07,63515
"4625","MKGI",18.52,"M",13.51,"M",133785,NA,-50.58,0.99,18520000,13510000,133785
"4626","MKSI",55.14,"M",54.91,"M",672336,NA,7.14,1.22,55140000,54910000,672336
"4627","MKTX",37.96,"M",36.86,"M",606404,NA,0.55,1.65,37960000,36860000,606404
"4628","MLAB",5.12,"M",4.89,"M",322921,NA,1.52,6.6,5120000,4890000,322921
"4629","MLAC",14.38,"M",13.73,"M",1231,NA,-45.46,0.01,14380000,13730000,1231
"4630","MLACU",12.5,"M",14.03,"M",330,NA,-48.03,0,12500000,14030000,330
"4631","MLACW",NA,NA,NA,NA,3498,NA,-34.87,NA,NA,NA,3498
"4632","MLCO",476.82,"M",476.05,"M",2.44,"M",8.79,0.51,476820000,476050000,2440000
"4633","MLHR",58.9,"M",58.56,"M",1.78,"M",-20.38,3.03,58900000,58560000,1780000
"4634","MLND",19,"M",15.49,"M",702720,NA,55.62,4.54,1.9e+07,15490000,702720
"4635","MLVF",7.61,"M",7.04,"M",18825,NA,-7.12,0.27,7610000,7040000,18825
"4636","MMAC",5.71,"M",4.56,"M",48758,NA,-2.79,1.07,5710000,4560000,48758
"4637","MMLP",38.85,"M",31.58,"M",91658,NA,4.42,0.29,38850000,31580000,91658
"4638","MMSI",55.48,"M",53.76,"M",3.14,"M",-4.25,5.84,55480000,53760000,3140000
"4639","MMYT",63.59,"M",57.61,"M",1.44,"M",-7.9,2.5,63590000,57610000,1440000
"4640","MNDO",19.9,"M",16.58,"M",7842,NA,-49.96,0.05,19900000,16580000,7842
"4641","MNKD",232.6,"M",218.75,"M",17.19,"M",-10.54,7.86,232600000,218750000,17190000
"4642","MNOV",44.37,"M",40.35,"M",2.78,"M",-4.17,6.89,44370000,40350000,2780000
"4643","MNPR",11.45,"M",3.34,"M",24031,NA,-42.86,0.72,11450000,3340000,24031
"4644","MNRO",33.29,"M",32.59,"M",2.4,"M",-3.5,7.38,33290000,32590000,2400000
"4645","MNSB",7.37,"M",6.89,"M",86132,NA,0.23,1.25,7370000,6890000,86132
"4646","MNST",527.4,"M",372.81,"M",5.63,"M",1.22,1.51,527400000,372810000,5630000
"4647","MNTX",19.79,"M",14.31,"M",216176,NA,15.61,1.51,19790000,14310000,216176
"4648","MODV",14.18,"M",14.01,"M",376292,NA,-6.69,2.69,14180000,14010000,376292
"4649","MOFG",16.1,"M",14.82,"M",142186,NA,-4.23,0.96,16100000,14820000,142186
"4650","MOGO",30.29,"M",19.84,"M",150612,NA,2.32,0.76,30290000,19840000,150612
"4651","MOHO",16.59,"M",NA,NA,10008,NA,309.16,NA,16590000,NA,10008
"4652","MOMO",168.52,"M",168.51,"M",5.02,"M",-18.23,2.98,168520000,168510000,5020000
"4653","MOR",131.56,"M",NA,NA,332396,NA,-8.37,NA,131560000,NA,332396
"4654","MORF",31.13,"M",13.45,"M",1.4,"M",24.12,10.43,31130000,13450000,1400000
"4655","MORN",42.92,"M",23.04,"M",154494,NA,-18.83,0.67,42920000,23040000,154494
"4656","MOSY",3.55,"M",3.52,"M",332334,NA,2.77,9.44,3550000,3520000,332334
"4657","MOTN",11.5,"M",NA,NA,13112,NA,734.1,NA,11500000,NA,13112
"4658","MOTNU",11.5,"M",NA,NA,1291,NA,58.99,NA,11500000,NA,1291
"4659","MOTNW",NA,NA,NA,NA,61,NA,-99.19,NA,NA,NA,61
"4660","MOTS",32.24,"M",27.47,"M",459730,NA,-5.46,1.67,32240000,27470000,459730
"4661","MOXC",16.19,"M",15.78,"M",326371,NA,-5.9,2.07,16190000,15780000,326371
"4662","MPAA",19.05,"M",18.57,"M",2.12,"M",-2.01,11.4,19050000,18570000,2120000
"4663","MPB",8.42,"M",6.68,"M",39824,NA,2.11,0.6,8420000,6680000,39824
"4664","MPWR",45.1,"M",42.81,"M",710788,NA,-32.11,1.66,45100000,42810000,710788
"4665","MRACU",37.38,"M",NA,NA,2850,NA,-65.43,NA,37380000,NA,2850
"4666","MRAM",19.01,"M",13.63,"M",456990,NA,9.77,3.35,19010000,13630000,456990
"4667","MRBK",6.13,"M",5.37,"M",37287,NA,9.46,0.69,6130000,5370000,37287
"4668","MRCC",21.3,"M",19.62,"M",140443,NA,14.96,0.72,21300000,19620000,140443
"4669","MRCCL",4.36,"M",NA,NA,6166,NA,1485.09,NA,4360000,NA,6166
"4670","MRCY",56,"M",54.97,"M",847065,NA,-9.67,1.54,5.6e+07,54970000,847065
"4671","MREO",24.9,"M",53.37,"M",6.57,"M",16.06,12.31,24900000,53370000,6570000
"4672","MRIN",8.87,"M",7.18,"M",25678,NA,-83.39,0.36,8870000,7180000,25678
"4673","MRKR",46.62,"M",32.72,"M",3.36,"M",2.68,10.26,46620000,32720000,3360000
"4674","MRLN",11.97,"M",11.02,"M",148190,NA,0.92,1.34,11970000,11020000,148190
"4675","MRM",4.82,"M",NA,NA,450,NA,-86.07,NA,4820000,NA,450
"4676","MRNA",395.71,"M",326.2,"M",24.8,"M",6.03,7.6,395710000,326200000,24800000
"4677","MRNS",35.59,"M",32.64,"M",4.35,"M",-17.52,13.34,35590000,32640000,4350000
"4678","MRSN",68.5,"M",59.22,"M",8.01,"M",6.94,13.53,68500000,59220000,8010000
"4679","MRTN",82.71,"M",58.82,"M",1.89,"M",-1.71,3.21,82710000,58820000,1890000
"4680","MRTX",48.74,"M",47.9,"M",3.84,"M",0.99,8.02,48740000,47900000,3840000
"4681","MRUS",37.16,"M",24.53,"M",419333,NA,1.2,1.71,37160000,24530000,419333
"4682","MRVI",96.65,"M",66.35,"M",1.78,"M",-42.5,2.68,96650000,66350000,1780000
"4683","MRVL",670.16,"M",668.29,"M",34.48,"M",7.82,5.16,670160000,668290000,34480000
"4684","MSBI",22.47,"M",20.84,"M",475182,NA,-4.18,2.28,22470000,20840000,475182
"4685","MSEX",17.47,"M",16.88,"M",210167,NA,-5.52,1.25,17470000,16880000,210167
"4686","MSFT",7.54,"B",7.43,"B",41.95,"M",7.02,0.56,7.54e+09,7.43e+09,41950000
"4687","MSGM",10.45,"M",3.1,"M",17004,NA,NA,0.55,10450000,3100000,17004
"4688","MSON",17.37,"M",11.91,"M",459752,NA,-1.07,3.86,17370000,11910000,459752
"4689","MSTR",7.67,"M",7.24,"M",1.42,"M",11.2,19.59,7670000,7240000,1420000
"4690","MSVB",3.17,"M",3.3,"M",6709,NA,-12.02,0.2,3170000,3300000,6709
"4691","MTACU",25,"M",NA,NA,8827,NA,255.21,NA,2.5e+07,NA,8827
"4692","MTBC",13.19,"M",7.24,"M",263154,NA,-9.93,3.64,13190000,7240000,263154
"4693","MTBCP",5.47,"M",NA,NA,973,NA,-72.43,NA,5470000,NA,973
"4694","MTC",20.07,"M",6.98,"M",176620,NA,74.87,2.53,20070000,6980000,176620
"4695","MTCH",260.02,"M",246.59,"M",12.19,"M",-3.49,4.94,260020000,246590000,12190000
"4696","MTCR",25.96,"M",8.44,"M",100545,NA,-13.53,1.19,25960000,8440000,100545
"4697","MTEM",49.96,"M",36.29,"M",1.22,"M",-11.46,3.37,49960000,36290000,1220000
"4698","MTEX",2.09,"M",1.25,"M",2709,NA,572.21,0.22,2090000,1250000,2709
"4699","MTLS",53.17,"M",NA,NA,591795,NA,11.68,NA,53170000,NA,591795
"4700","MTP",12.61,"M",NA,NA,107480,NA,-36.09,NA,12610000,NA,107480
"4701","MTRX",26.47,"M",25.39,"M",1.01,"M",15.27,3.98,26470000,25390000,1010000
"4702","MTSC",19.47,"M",19,"M",680037,NA,-2.31,3.58,19470000,1.9e+07,680037
"4703","MTSI",67.96,"M",47.25,"M",3.57,"M",-5.44,7.55,67960000,47250000,3570000
"4704","MTSL",4.41,"M",3.38,"M",77228,NA,51.89,2.29,4410000,3380000,77228
"4705","MU",1.12,"B",1.11,"B",25.56,"M",4.48,2.29,1.12e+09,1.11e+09,25560000
"4706","MUDSU",27.5,"M",NA,NA,4777,NA,55.96,NA,27500000,NA,4777
"4707","MVBF",11.26,"M",9.62,"M",119675,NA,14.39,1.24,11260000,9620000,119675
"4708","MVIS",146.41,"M",144.5,"M",23.97,"M",18.84,16.59,146410000,144500000,23970000
"4709","MWK",26.15,"M",9.54,"M",1.89,"M",41.68,19.8,26150000,9540000,1890000
"4710","MXIM",268.04,"M",265.38,"M",10.19,"M",-4.15,3.84,268040000,265380000,10190000
"4711","MYFW",7.95,"M",6.05,"M",43709,NA,-13.05,0.72,7950000,6050000,43709
"4712","MYGN",75.21,"M",72.16,"M",7.77,"M",-14.59,10.77,75210000,72160000,7770000
"4713","MYRG",16.73,"M",16.28,"M",302791,NA,-11.56,1.86,16730000,16280000,302791
"4714","MYSZ",8.6,"M",8.27,"M",457887,NA,-20.9,5.54,8600000,8270000,457887
"4715","MYT",7.95,"M",6.85,"M",26322,NA,-89.11,0.38,7950000,6850000,26322
"4716","NAII",6.48,"M",4.61,"M",4996,NA,-41.17,0.11,6480000,4610000,4996
"4717","NAKD",96.31,"M",95.61,"M",31.26,"M",196.34,32.69,96310000,95610000,31260000
"4718","NAOV",19.31,"M",18.01,"M",260866,NA,-56.38,1.45,19310000,18010000,260866
"4719","NARI",48.71,"M",25.91,"M",754960,NA,-18.03,2.91,48710000,25910000,754960
"4720","NATH",4.11,"M",2.57,"M",54545,NA,4.09,2.12,4110000,2570000,54545
"4721","NATI",131.25,"M",120.94,"M",5.49,"M",-10.83,4.54,131250000,120940000,5490000
"4722","NATR",19.66,"M",15.51,"M",110010,NA,-5.21,0.71,19660000,15510000,110010
"4723","NAVI",193.93,"M",181.89,"M",14.02,"M",1.79,7.71,193930000,181890000,14020000
"4724","NBAC",NA,NA,5.75,"M",402685,NA,38.87,7,NA,5750000,402685
"4725","NBACR",NA,NA,NA,NA,9700,NA,-13.26,NA,NA,NA,9700
"4726","NBACU",7.46,"M",NA,NA,1067,NA,24.5,NA,7460000,NA,1067
"4727","NBACW",NA,NA,NA,NA,32137,NA,16.48,NA,NA,NA,32137
"4728","NBEV",98.52,"M",94.8,"M",5.87,"M",-7.53,6.19,98520000,94800000,5870000
"4729","NBIX",93.43,"M",92.23,"M",4.37,"M",-0.02,4.74,93430000,92230000,4370000
"4730","NBLX",90.35,"M",33.45,"M",712986,NA,7.17,2.13,90350000,33450000,712986
"4731","NBN",NA,NA,8.12,"M",117060,NA,-1.9,1.44,NA,8120000,117060
"4732","NBRV",21.08,"M",16,"M",442116,NA,45.99,2.76,21080000,1.6e+07,442116
"4733","NBSE",23.18,"M",21.37,"M",1.11,"M",-0.77,5.2,23180000,21370000,1110000
"4734","NBTB",43.63,"M",42.51,"M",706788,NA,-18.81,1.66,43630000,42510000,706788
"4735","NBTX",33.34,"M",NA,NA,21001,NA,-33.78,NA,33340000,NA,21001
"4736","NCBS",10.01,"M",8.03,"M",219373,NA,-5.09,2.73,10010000,8030000,219373
"4737","NCMI",79.58,"M",77.39,"M",4.44,"M",-8.21,5.74,79580000,77390000,4440000
"4738","NCNA",48.5,"M",41.47,"M",124922,NA,157.78,0.3,48500000,41470000,124922
"4739","NCNO",91.15,"M",59.38,"M",4.59,"M",-3.77,7.74,91150000,59380000,4590000
"4740","NCSM",2.36,"M",630651,NA,17109,NA,55.54,2.71,2360000,630651,17109
"4741","NCTY",8.36,"M",5.9,"M",598157,NA,441.39,10.13,8360000,5900000,598157
"4742","NDAQ",164.04,"M",114.04,"M",2.9,"M",4.78,2.54,164040000,114040000,2900000
"4743","NDLS",44.37,"M",39.52,"M",1.66,"M",-10.55,4.21,44370000,39520000,1660000
"4744","NDRA",33.64,"M",31.22,"M",494193,NA,3.63,1.58,33640000,31220000,494193
"4745","NDRAW",NA,NA,NA,NA,3548,NA,-54.23,NA,NA,NA,3548
"4746","NDSN",58.03,"M",54.38,"M",420119,NA,22.88,0.77,58030000,54380000,420119
"4747","NEBCU",27.5,"M",NA,NA,1730,NA,-25.11,NA,27500000,NA,1730
"4748","NEO",115.11,"M",110.08,"M",4.91,"M",0.82,4.46,115110000,110080000,4910000
"4749","NEOG",53.24,"M",53.06,"M",1.52,"M",7.31,2.87,53240000,53060000,1520000
"4750","NEON",11.47,"M",7.18,"M",239029,NA,-1.14,3.33,11470000,7180000,239029
"4751","NEOS",49.76,"M",48.43,"M",1.52,"M",33.1,3.13,49760000,48430000,1520000
"4752","NEPH",9.87,"M",8.11,"M",8762,NA,-3.28,0.11,9870000,8110000,8762
"4753","NEPT",129.5,"M",113.41,"M",7.13,"M",-0.77,6.29,129500000,113410000,7130000
"4754","NERV",41.2,"M",35.15,"M",1.9,"M",-11.86,5.39,41200000,35150000,1900000
"4755","NESR",87.78,"M",61.21,"M",2.2,"M",-7.83,3.6,87780000,61210000,2200000
"4756","NESRW",NA,NA,NA,NA,10306,NA,-31.97,NA,NA,NA,10306
"4757","NETE",4.6,"M",4.1,"M",468098,NA,-31.41,11.42,4600000,4100000,468098
"4758","NEWA",NA,NA,5.61,"M",1873,NA,-37.08,0.03,NA,5610000,1873
"4759","NEWT",21.78,"M",20.46,"M",265107,NA,21.05,1.3,21780000,20460000,265107
"4760","NEWTI",NA,NA,NA,NA,3239,NA,7.5,NA,NA,NA,3239
"4761","NEWTL",NA,NA,NA,NA,2362,NA,-21.58,NA,NA,NA,2362
"4762","NEXT",120.65,"M",109.67,"M",781171,NA,-1.83,0.71,120650000,109670000,781171
"4763","NFBK",53.12,"M",47.58,"M",587341,NA,-3.89,1.23,53120000,47580000,587341
"4764","NFE",174.62,"M",59.28,"M",1.81,"M",-26.25,3.05,174620000,59280000,1810000
"4765","NFLX",441.8,"M",434.34,"M",7.19,"M",-4.39,1.66,441800000,434340000,7190000
"4766","NGAC",NA,NA,NA,NA,260183,NA,202.71,NA,NA,NA,260183
"4767","NGACU",35,"M",NA,NA,5040,NA,-76.34,NA,3.5e+07,NA,5040
"4768","NGACW",NA,NA,NA,NA,35491,NA,-16.29,NA,NA,NA,35491
"4769","NGHCO",NA,NA,NA,NA,8663,NA,-23.73,NA,NA,NA,8663
