"","Ticker","SharesOutstanding","SO_Units","PublicFloat","PF_Units","SharesSoldShort","SSS_Units","ChangefromLast","PercentofFloat","Shares_Outstanding","Public_Float","Shares_Sold_Short"
"293","BBL",1.06,"B",1.06,"B",3.29,"M",-16.1,0.31,1.06e+09,1.06e+09,3290000
"294","BBU",78.67,"M",86.02,"M",16409,NA,128.7,0.02,78670000,86020000,16409
"295","BBVA",NA,NA,NA,NA,2.09,"M",-19.25,NA,NA,NA,2090000
"296","BBW",16.14,"M",13.7,"M",716481,NA,40.21,5.23,16140000,13700000,716481
"297","BBY",250.4,"M",224.52,"M",8.78,"M",2.3,3.91,250400000,224520000,8780000
"298","BC",77.9,"M",77.36,"M",1.43,"M",-14.93,1.85,77900000,77360000,1430000
"299","BC.PRA",NA,NA,NA,NA,12486,NA,45.69,NA,NA,NA,12486
"300","BC.PRB",NA,NA,NA,NA,2883,NA,182.65,NA,NA,NA,2883
"301","BC.PRC",NA,NA,NA,NA,21209,NA,721.42,NA,NA,NA,21209
"302","BCC",39.33,"M",38.79,"M",581783,NA,-5.9,1.5,39330000,38790000,581783
"303","BCE",904.61,"M",903.99,"M",5.46,"M",-1.1,0.6,904610000,903990000,5460000
"304","BCEI",31.5,"M",31.06,"M",874822,NA,4.38,2.82,31500000,31060000,874822
"305","BCH",NA,NA,NA,NA,942898,NA,16.25,NA,NA,NA,942898
"306","BCO",49.75,"M",48.86,"M",3.51,"M",0.37,7.18,49750000,48860000,3510000
"307","BCS",4.25,"B",4.24,"B",6,"M",11.54,0.14,4.25e+09,4.24e+09,6e+06
"308","BCSF",NA,NA,64.24,"M",193177,NA,-29.43,0.3,NA,64240000,193177
"309","BDC",44.74,"M",42.63,"M",1.25,"M",-5.55,2.94,44740000,42630000,1250000
"310","BDN",170.86,"M",168.1,"M",10.78,"M",2.47,6.42,170860000,168100000,10780000
"311","BDX",290.82,"M",290.18,"M",4.14,"M",93.5,1.43,290820000,290180000,4140000
"312","BDXB",34.5,"M",NA,NA,3.77,"M",2.47,NA,34500000,NA,3770000
"313","BE",144.62,"M",137.25,"M",17.7,"M",10.77,12.89,144620000,137250000,17700000
"314","BEDU",25.7,"M",25.61,"M",37885,NA,-57.91,0.15,25700000,25610000,37885
"315","BEKE",888.99,"M",783.66,"M",11.13,"M",-22.23,1.42,888990000,783660000,11130000
"316","BEN",504.32,"M",289.31,"M",17.23,"M",-17.78,5.96,504320000,289310000,17230000
"317","BEP",274.88,"M",274.12,"M",599294,NA,-6.79,0.22,274880000,274120000,599294
"318","BEP.PRA",NA,NA,NA,NA,37080,NA,-15.05,NA,NA,NA,37080
"319","BEPC",172.2,"M",172.11,"M",2.96,"M",-7.92,1.72,172200000,172110000,2960000
"320","BERY",134.9,"M",133.87,"M",3.81,"M",5.98,2.85,134900000,133870000,3810000
"321","BEST",250.65,"M",232.06,"M",12.62,"M",-3.84,5.44,250650000,232060000,12620000
"322","BFAM",61.03,"M",60.32,"M",1.05,"M",42.08,1.74,61030000,60320000,1050000
"323","BFS",23.5,"M",13,"M",160566,NA,37.42,1.24,23500000,1.3e+07,160566
"324","BFS.PRD",NA,NA,NA,NA,641,NA,-5.04,NA,NA,NA,641
"325","BFS.PRE",NA,NA,NA,NA,2886,NA,-74.53,NA,NA,NA,2886
"326","BG",141.43,"M",140.05,"M",3.36,"M",-13.48,2.4,141430000,140050000,3360000
"327","BGS",64.75,"M",63.47,"M",16.71,"M",2.59,26.33,64750000,63470000,16710000
"328","BGSF",10.34,"M",9.97,"M",352471,NA,2.25,3.53,10340000,9970000,352471
"329","BH",NA,NA,2.06,"M",32523,NA,2.02,1.58,NA,2060000,32523
"330","BH.A",206864,NA,205950,NA,862,NA,8.84,0.42,206864,205950,862
"331","BHC",358.4,"M",347.68,"M",17.35,"M",7.84,4.99,358400000,347680000,17350000
"332","BHE",36.33,"M",34.98,"M",690077,NA,-22.33,1.97,36330000,34980000,690077
"333","BHLB",51.2,"M",47.22,"M",1.33,"M",3.07,2.81,51200000,47220000,1330000
"334","BHP",1.47,"B",1.47,"B",17.88,"M",3.04,1.21,1.47e+09,1.47e+09,17880000
"335","BHR",48.77,"M",38.48,"M",780186,NA,105.49,2.03,48770000,38480000,780186
"336","BHR.PRB",3.74,"M",NA,NA,10161,NA,-71.98,NA,3740000,NA,10161
"337","BHR.PRD",NA,NA,NA,NA,1301,NA,-43.01,NA,NA,NA,1301
"338","BHVN",65.07,"M",56.95,"M",5.4,"M",0.75,9.48,65070000,56950000,5400000
"339","BIG",35.1,"M",32.69,"M",4.49,"M",3.97,13.74,35100000,32690000,4490000
"340","BILL",83.2,"M",76.46,"M",6.87,"M",11.24,8.98,83200000,76460000,6870000
"341","BIO",24.77,"M",21.2,"M",521426,NA,-8.82,2.46,24770000,21200000,521426
"342","BIP",295.44,"M",294.64,"M",1.73,"M",-0.66,0.59,295440000,294640000,1730000
"343","BIP.PRA",8,"M",NA,NA,10738,NA,-46.93,NA,8e+06,NA,10738
"344","BIP.PRB",8,"M",NA,NA,3723,NA,-14.92,NA,8e+06,NA,3723
"345","BIPC",44.95,"M",44.88,"M",841701,NA,14.34,1.88,44950000,44880000,841701
"346","BJ",137.13,"M",135.09,"M",15.1,"M",-2.04,11.18,137130000,135090000,15100000
"347","BK",876.95,"M",874.78,"M",9.51,"M",5.67,1.09,876950000,874780000,9510000
"348","BKD",185.17,"M",180.94,"M",12.04,"M",3.32,6.65,185170000,180940000,12040000
"349","BKE",49.79,"M",29.57,"M",4.82,"M",0.73,16.29,49790000,29570000,4820000
"350","BKH",62.87,"M",62.36,"M",1.48,"M",15.71,2.37,62870000,62360000,1480000
"351","BKI",156.61,"M",151.58,"M",3.48,"M",14.97,2.3,156610000,151580000,3480000
"352","BKR",773.84,"M",718.77,"M",13.33,"M",-75.84,1.85,773840000,718770000,13330000
"353","BKU",93.24,"M",92.4,"M",2.03,"M",19.59,2.19,93240000,92400000,2030000
"354","BLD",33.06,"M",32.81,"M",1.07,"M",13.61,3.25,33060000,32810000,1070000
"355","BLK",152.53,"M",142.69,"M",1.9,"M",6.05,1.33,152530000,142690000,1900000
"356","BLL",328.25,"M",326.11,"M",8.48,"M",-2.15,2.6,328250000,326110000,8480000
"357","BLX",31.16,"M",30.65,"M",373877,NA,-2.84,1.22,31160000,30650000,373877
"358","BMA",NA,NA,62.81,"M",213675,NA,-37.2,0.34,NA,62810000,213675
"359","BMI",29.18,"M",28.79,"M",1.27,"M",4.16,4.4,29180000,28790000,1270000
"360","BML.PRG",NA,NA,NA,NA,2175,NA,976.73,NA,NA,NA,2175
"361","BML.PRH",NA,NA,NA,NA,11917,NA,4265.2,NA,NA,NA,11917
"362","BML.PRJ",NA,NA,NA,NA,10916,NA,1267.92,NA,NA,NA,10916
"363","BML.PRL",NA,NA,NA,NA,235432,NA,14.88,NA,NA,NA,235432
"364","BMO",646.95,"M",646.52,"M",3.24,"M",-17.61,0.5,646950000,646520000,3240000
"365","BMY",2.23,"B",2.23,"B",15.99,"M",-23.76,0.72,2.23e+09,2.23e+09,15990000
"366","BNED",51.38,"M",30.34,"M",1.43,"M",15.81,4.7,51380000,30340000,1430000
"367","BNL",145.81,"M",143.07,"M",594693,NA,17.46,0.42,145810000,143070000,594693
"368","BNS",1.21,"B",1.21,"B",5.95,"M",7.98,0.49,1.21e+09,1.21e+09,5950000
"369","BOAC",60.75,"M",60.75,"M",66750,NA,-23.28,0.11,60750000,60750000,66750
"370","BOH",40.39,"M",39.55,"M",1.55,"M",-10.19,3.93,40390000,39550000,1550000
"371","BOOT",29.25,"M",29.01,"M",1.95,"M",0.32,6.72,29250000,29010000,1950000
"372","BORR",274.44,"M",238.1,"M",4.66,"M",103.13,1.96,274440000,238100000,4660000
"373","BOX",162.76,"M",158.81,"M",11.47,"M",14.89,7.22,162760000,158810000,11470000
"374","BP",3.37,"B",3.36,"B",6.18,"M",-17.51,0.18,3.37e+09,3.36e+09,6180000
"375","BPMP",104.79,"M",101.55,"M",843917,NA,39.82,0.83,104790000,101550000,843917
"376","BPT",NA,NA,21.39,"M",530662,NA,-20.96,2.48,NA,21390000,530662
"377","BQ",74.48,"M",63.19,"M",430299,NA,-14.69,0.68,74480000,63190000,430299
"378","BR",116.13,"M",115.32,"M",1.82,"M",-6.65,1.58,116130000,115320000,1820000
"379","BRBR",39.51,"M",39.4,"M",841418,NA,-18.84,2.14,39510000,39400000,841418
"380","BRC",48.52,"M",46.93,"M",803250,NA,10.29,1.71,48520000,46930000,803250
"381","BRFS",NA,NA,NA,NA,2.72,"M",-57.53,NA,NA,NA,2720000
"382","BRMK",132.57,"M",126.91,"M",6.08,"M",12.85,4.79,132570000,126910000,6080000
"383","BRO",281.85,"M",234.55,"M",3.61,"M",-1.68,1.54,281850000,234550000,3610000
"384","BRT",17.58,"M",10.67,"M",203991,NA,128.34,1.91,17580000,10670000,203991
"385","BRX",296.96,"M",295.25,"M",10.61,"M",0.47,3.59,296960000,295250000,10610000
"386","BSA",NA,NA,NA,NA,815,NA,-3.89,NA,NA,NA,815
"387","BSAC",NA,NA,NA,NA,1.53,"M",6.78,NA,NA,NA,1530000
"388","BSBR",NA,NA,NA,NA,6.78,"M",-4.87,NA,NA,NA,6780000
"389","BSIG",79.35,"M",79.14,"M",2.33,"M",26.89,2.94,79350000,79140000,2330000
"390","BSM",207.55,"M",163.45,"M",2.07,"M",1.44,1.26,207550000,163450000,2070000
"391","BSMX",664.54,"M",664.52,"M",164006,NA,8.36,0.02,664540000,664520000,164006
"392","BSN",30.53,"M",30.53,"M",25079,NA,128.41,0.08,30530000,30530000,25079
"393","BSX",1.42,"B",1.42,"B",11.74,"M",-29.35,0.83,1.42e+09,1.42e+09,11740000
"394","BSX.PRA",10.06,"M",NA,NA,82604,NA,593.04,NA,10060000,NA,82604
"395","BTI",2.29,"B",NA,NA,3.03,"M",-52.23,NA,2.29e+09,NA,3030000
"396","BTU",98.3,"M",96.13,"M",7.97,"M",2.94,8.29,98300000,96130000,7970000
"397","BUD",NA,NA,1.65,"B",3.52,"M",-16.16,0.21,NA,1.65e+09,3520000
"398","BUR",219.05,"M",176.56,"M",147098,NA,-8.94,0.08,219050000,176560000,147098
"399","BURL",66.58,"M",66.32,"M",2.28,"M",0.53,3.44,66580000,66320000,2280000
"400","BV",104.85,"M",50.1,"M",1.96,"M",-2.84,3.91,104850000,50100000,1960000
"401","BVH",18.29,"M",13.45,"M",323153,NA,203.27,2.4,18290000,13450000,323153
"402","BVN",NA,NA,253.67,"M",5.72,"M",36.58,2.25,NA,253670000,5720000
"403","BW",85.73,"M",83.51,"M",1.76,"M",-12.82,2.1,85730000,83510000,1760000
"404","BWA",239.85,"M",238.47,"M",12.09,"M",-4.11,5.07,239850000,238470000,12090000
"405","BWXT",95.14,"M",94.8,"M",586047,NA,-3.5,0.62,95140000,94800000,586047
"406","BX",684.23,"M",678.94,"M",6.76,"M",-20.01,1,684230000,678940000,6760000
"407","BXC",9.47,"M",9.14,"M",302064,NA,63.15,3.31,9470000,9140000,302064
"408","BXMT",147.03,"M",138.35,"M",6.55,"M",-10.36,4.73,147030000,138350000,6550000
"409","BXP",156.07,"M",155.47,"M",4.09,"M",0.01,2.63,156070000,155470000,4090000
"410","BXS",104.52,"M",100.36,"M",4.53,"M",13.24,4.51,104520000,100360000,4530000
"411","BXS.PRA",6.9,"M",NA,NA,9810,NA,9.5,NA,6900000,NA,9810
"412","BY",38.75,"M",23.51,"M",257149,NA,0.56,1.09,38750000,23510000,257149
"413","BYD",112.08,"M",81.25,"M",2.88,"M",-11.43,3.55,112080000,81250000,2880000
"414","BZH",31.29,"M",29.27,"M",1.29,"M",-0.68,4.41,31290000,29270000,1290000
"415","C",NA,NA,NA,NA,26.4,"M",7.35,NA,NA,NA,26400000
"416","C.PRJ",NA,NA,NA,NA,19452,NA,-52.41,NA,NA,NA,19452
"417","C.PRK",NA,NA,NA,NA,22305,NA,-58.2,NA,NA,NA,22305
"418","C.PRN",NA,NA,NA,NA,632309,NA,3.13,NA,NA,NA,632309
"419","CAAP",160.61,"M",31.26,"M",488530,NA,-36.49,1.56,160610000,31260000,488530
"420","CABO",6.04,"M",4.8,"M",227414,NA,-3.74,4.74,6040000,4800000,227414
"421","CACI",25.23,"M",23.19,"M",1.55,"M",-6.27,6.7,25230000,23190000,1550000
"422","CADE",124.72,"M",120.82,"M",3.75,"M",0.9,3.1,124720000,120820000,3750000
"423","CAE",293.38,"M",292.92,"M",2.8,"M",-0.49,0.96,293380000,292920000,2800000
"424","CAG",488.58,"M",478.12,"M",12.61,"M",-9.17,2.64,488580000,478120000,12610000
"425","CAH",290.15,"M",289.04,"M",5.03,"M",9.98,1.74,290150000,289040000,5030000
"426","CAI",17.3,"M",15.86,"M",292157,NA,6.39,1.84,17300000,15860000,292157
"427","CAI.PRA",2.2,"M",NA,NA,3488,NA,-28.13,NA,2200000,NA,3488
"428","CAI.PRB",NA,NA,NA,NA,1115,NA,-63.1,NA,NA,NA,1115
"429","CAJ",NA,NA,1.05,"B",840708,NA,-3,0.08,NA,1.05e+09,840708
"430","CAL",38.32,"M",36.6,"M",1.87,"M",-11.18,5.12,38320000,36600000,1870000
"431","CALX",62.85,"M",54.75,"M",2.63,"M",-2.82,4.81,62850000,54750000,2630000
"432","CANG",108.47,"M",79.36,"M",903531,NA,4.44,1.14,108470000,79360000,903531
"433","CAP",34.5,"M",29.16,"M",458177,NA,-2.03,1.57,34500000,29160000,458177
"434","CAP.U",34.5,"M",34.16,"M",1293,NA,-0.15,0,34500000,34160000,1293
"435","CAPL",37.87,"M",18.01,"M",163262,NA,14.99,0.91,37870000,18010000,163262
"436","CARR",869,"M",868.38,"M",9.37,"M",58.25,1.08,8.69e+08,868380000,9370000
"437","CARS",68.64,"M",63.01,"M",2.08,"M",-0.23,3.3,68640000,63010000,2080000
"438","CAS",23,"M",16.95,"M",6664,NA,-16.79,0.04,2.3e+07,16950000,6664
"439","CAT",547.79,"M",546.49,"M",5.82,"M",-4.6,1.07,547790000,546490000,5820000
"440","CATO",20.83,"M",19.05,"M",1.01,"M",4.29,5.33,20830000,19050000,1010000
"441","CB",449.69,"M",446.76,"M",3.15,"M",-6.74,0.7,449690000,446760000,3150000
"442","CBAH.U",35,"M",40.12,"M",524,NA,-1.87,0,3.5e+07,40120000,524
"443","CBB",50.92,"M",49.94,"M",2.99,"M",-35.37,5.99,50920000,49940000,2990000
"444","CBB.PRB",NA,NA,NA,NA,43,NA,-95.46,NA,NA,NA,43
"445","CBD",268.9,"M",267.96,"M",1.03,"M",21.41,0.38,268900000,267960000,1030000
"446","CBRE",335.66,"M",332.4,"M",7.13,"M",4.15,2.15,335660000,332400000,7130000
"447","CBT",56.63,"M",56.16,"M",743017,NA,-4.67,1.32,56630000,56160000,743017
"448","CBU",53.88,"M",53.18,"M",1.95,"M",2.6,3.67,53880000,53180000,1950000
"449","CBZ",53.18,"M",50.71,"M",722418,NA,-6.37,1.42,53180000,50710000,722418
"450","CC",165.53,"M",163.63,"M",7.96,"M",-1.86,4.86,165530000,163630000,7960000
"451","CCAC",NA,NA,27.6,"M",91303,NA,-44.74,0.33,NA,27600000,91303
"452","CCEP",454.81,"M",200.56,"M",1.97,"M",-6.43,0.98,454810000,200560000,1970000
"453","CCI",432.19,"M",430.01,"M",3.79,"M",-6.33,0.88,432190000,430010000,3790000
"454","CCIV",207,"M",206.87,"M",40.53,"M",2.14,19.59,2.07e+08,206870000,40530000
"455","CCJ",397.64,"M",396.54,"M",12,"M",1.2,3.02,397640000,396540000,1.2e+07
"456","CCK",134.9,"M",132.27,"M",2.64,"M",64.34,1.99,134900000,132270000,2640000
"457","CCL",972.94,"M",838.91,"M",63.33,"M",10.95,7.55,972940000,838910000,63330000
"458","CCM",28.15,"M",23.78,"M",2201,NA,-11.89,0.01,28150000,23780000,2201
"459","CCO",470.83,"M",464.73,"M",21.94,"M",5.51,4.72,470830000,464730000,21940000
"460","CCS",33.72,"M",29.8,"M",2.15,"M",-4.9,7.22,33720000,29800000,2150000
"461","CCU",NA,NA,NA,NA,638261,NA,-12.42,NA,NA,NA,638261
"462","CCX",NA,NA,68.93,"M",1.22,"M",-54.81,1.77,NA,68930000,1220000
"463","CDAY",149.24,"M",133.49,"M",8.47,"M",4.66,6.35,149240000,133490000,8470000
"464","CDE",256.22,"M",252.23,"M",4.99,"M",7.16,1.98,256220000,252230000,4990000
"465","CDR",13.63,"M",11.67,"M",147488,NA,35.7,1.26,13630000,11670000,147488
"466","CDR.PRB",1.45,"M",NA,NA,78,NA,-97.06,NA,1450000,NA,78
"467","CDR.PRC",NA,NA,NA,NA,15180,NA,10.36,NA,NA,NA,15180
"468","CE",112.63,"M",112.31,"M",1.17,"M",0.35,1.04,112630000,112310000,1170000
"469","CEA",NA,NA,NA,NA,6680,NA,15.53,NA,NA,NA,6680
"470","CEIX",34.44,"M",33.78,"M",1.68,"M",-4.09,4.98,34440000,33780000,1680000
"471","CELG.RT",NA,NA,NA,NA,932,NA,86.4,NA,NA,NA,932
"472","CELP",12.33,"M",4.37,"M",32763,NA,1200.64,0.75,12330000,4370000,32763
"473","CEPU",151.4,"M",NA,NA,366988,NA,-47.45,NA,151400000,NA,366988
"474","CEQP",62.83,"M",56.47,"M",2.55,"M",3.95,4.51,62830000,56470000,2550000
"475","CEQP.PR",71.26,"M",NA,NA,4487,NA,-83.19,NA,71260000,NA,4487
"476","CF",214.51,"M",213.09,"M",2.29,"M",-21.26,1.07,214510000,213090000,2290000
"477","CFG",425.93,"M",423.74,"M",6.88,"M",2.78,1.62,425930000,423740000,6880000
"478","CFG.PRD",NA,NA,NA,NA,7109,NA,-71.62,NA,NA,NA,7109
"479","CFG.PRE",NA,NA,NA,NA,123864,NA,-4.07,NA,NA,NA,123864
"480","CFR",63.55,"M",58.39,"M",2.17,"M",-12.04,3.71,63550000,58390000,2170000
"481","CFR.PRB",6.15,"M",NA,NA,71669,NA,17.57,NA,6150000,NA,71669
"482","CFX",135.6,"M",116.59,"M",15.98,"M",9.89,13.7,135600000,116590000,15980000
"483","CFXA",NA,NA,NA,NA,6088,NA,-61.77,NA,NA,NA,6088
"484","CGA",8.49,"M",7.49,"M",328220,NA,6.42,4.38,8490000,7490000,328220
"485","CHCT",24.04,"M",22.87,"M",282614,NA,-4.93,1.24,24040000,22870000,282614
"486","CHD",245.25,"M",244.55,"M",4.85,"M",10.91,1.98,245250000,244550000,4850000
"487","CHE",15.95,"M",15.53,"M",173150,NA,-2.63,1.11,15950000,15530000,173150
"488","CHGG",141.94,"M",138.42,"M",11.93,"M",-0.21,8.62,141940000,138420000,11930000
"489","CHH",55.56,"M",33.26,"M",1.47,"M",-4.44,4.42,55560000,33260000,1470000
"490","CHMI",17.09,"M",17.02,"M",719104,NA,26.87,4.23,17090000,17020000,719104
"491","CHMI.PRA",NA,NA,NA,NA,2569,NA,-40.92,NA,NA,NA,2569
"492","CHMI.PRB",NA,NA,NA,NA,9253,NA,-0.4,NA,NA,NA,9253
"493","CHRA",30.43,"M",11.91,"M",243716,NA,37.66,2.05,30430000,11910000,243716
"494","CHS",119.7,"M",112.22,"M",7.35,"M",1.93,6.55,119700000,112220000,7350000
"495","CHT",NA,NA,775.74,"M",677773,NA,-3.19,0.09,NA,775740000,677773
"496","CHWY",104.21,"M",84.9,"M",15.91,"M",16.87,18.74,104210000,84900000,15910000
"497","CI",347.38,"M",337.72,"M",5.62,"M",10.47,1.67,347380000,337720000,5620000
"498","CIA",49.6,"M",44.23,"M",5.94,"M",-0.55,13.43,49600000,44230000,5940000
"499","CIB",113.03,"M",127.18,"M",1.1,"M",-7.08,0.86,113030000,127180000,1100000
"500","CIEN",155,"M",152.94,"M",4.95,"M",11.08,3.23,1.55e+08,152940000,4950000
"501","CIG",1.13,"B",1.13,"B",4.18,"M",-2.41,0.37,1.13e+09,1.13e+09,4180000
"502","CIG.C",566.04,"M",NA,NA,8995,NA,-21.73,NA,566040000,NA,8995
"503","CIM",230.56,"M",226.21,"M",4.75,"M",31.68,2.1,230560000,226210000,4750000
"504","CIM.PRA",NA,NA,NA,NA,3179,NA,-14.75,NA,NA,NA,3179
"505","CIM.PRB",NA,NA,NA,NA,204492,NA,1.45,NA,NA,NA,204492
"506","CIM.PRC",NA,NA,NA,NA,532673,NA,0.24,NA,NA,NA,532673
"507","CIM.PRD",NA,NA,NA,NA,382181,NA,-2.73,NA,NA,NA,382181
"508","CINR",19.78,"M",5.09,"M",734,NA,-92.11,0.01,19780000,5090000,734
"509","CIO",43.4,"M",42.16,"M",497681,NA,21.91,1.18,43400000,42160000,497681
"510","CIO.PRA",NA,NA,NA,NA,754,NA,63.56,NA,NA,NA,754
"511","CIR",20.25,"M",19.85,"M",377913,NA,5.7,1.9,20250000,19850000,377913
"512","CIT",99.07,"M",97.93,"M",4.69,"M",1.56,4.79,99070000,97930000,4690000
"513","CIT.PRB",8,"M",NA,NA,3042,NA,-86.07,NA,8e+06,NA,3042
"514","CIXX",204.39,"M",183.91,"M",519029,NA,0.84,0.28,204390000,183910000,519029
"515","CL",845.97,"M",NA,NA,7.23,"M",-6.9,NA,845970000,NA,7230000
"516","CLB",46.31,"M",46.12,"M",3.6,"M",2.07,7.81,46310000,46120000,3600000
"517","CLDR",293.98,"M",281.38,"M",18.01,"M",1.01,6.4,293980000,281380000,18010000
"518","CLDT",47.16,"M",47.31,"M",1.2,"M",8.76,2.53,47160000,47310000,1200000
"519","CLF",499.4,"M",451.46,"M",46.51,"M",2.1,10.3,499400000,451460000,46510000
"520","CLGX",73.62,"M",72.32,"M",2.83,"M",-40.79,3.92,73620000,72320000,2830000
"521","CLH",55.17,"M",50.48,"M",544845,NA,-3.27,1.08,55170000,50480000,544845
"522","CLI",90.73,"M",85.07,"M",3.72,"M",-2.79,4.37,90730000,85070000,3720000
"523","CLII",23,"M",NA,NA,3.12,"M",-0.39,NA,2.3e+07,NA,3120000
"524","CLNC",129.76,"M",83.23,"M",701979,NA,21.25,0.84,129760000,83230000,701979
"525","CLNY",483.41,"M",475.17,"M",69.36,"M",1.14,14.6,483410000,475170000,69360000
"526","CLNY.PRG",NA,NA,NA,NA,500,NA,-64.46,NA,NA,NA,500
"527","CLNY.PRH",NA,NA,NA,NA,11105,NA,48.6,NA,NA,NA,11105
"528","CLNY.PRI",NA,NA,NA,NA,9928,NA,-70.43,NA,NA,NA,9928
"529","CLNY.PRJ",NA,NA,NA,NA,14728,NA,209.02,NA,NA,NA,14728
"530","CLPR",16.06,"M",13.2,"M",213954,NA,22.62,1.62,16060000,13200000,213954
"531","CLR",367.53,"M",64.78,"M",10.24,"M",1.1,15.81,367530000,64780000,10240000
"532","CLS",109.82,"M",107.52,"M",1.06,"M",20.41,0.99,109820000,107520000,1060000
"533","CLW",16.68,"M",16.07,"M",752337,NA,7.63,4.68,16680000,16070000,752337
"534","CLX",125.79,"M",123.99,"M",7.95,"M",-8.54,6.41,125790000,123990000,7950000
"535","CM",447.85,"M",447.6,"M",4.01,"M",13.47,0.9,447850000,447600000,4010000
"536","CMA",139.61,"M",138.77,"M",5.27,"M",-26.7,3.8,139610000,138770000,5270000
"537","CMC",120.51,"M",117.4,"M",3.14,"M",12.75,2.68,120510000,117400000,3140000
"538","CMCM",NA,NA,48.04,"M",1.87,"M",-0.07,3.89,NA,48040000,1870000
"539","CMG",28.15,"M",27.69,"M",733759,NA,16.66,2.65,28150000,27690000,733759
"540","CMI",146.2,"M",144.11,"M",2.97,"M",-8.35,2.06,146200000,144110000,2970000
"541","CMO",96.85,"M",94.4,"M",3.63,"M",-1.82,3.85,96850000,94400000,3630000
"542","CMO.PRE",NA,NA,NA,NA,16512,NA,0.67,NA,NA,NA,16512
"543","CMP",34,"M",33.7,"M",963541,NA,1.3,2.86,3.4e+07,33700000,963541
"544","CMRE",122.52,"M",52.84,"M",1.68,"M",9.26,3.18,122520000,52840000,1680000
"545","CMRE.PRB",1.97,"M",NA,NA,237,NA,-57.07,NA,1970000,NA,237
"546","CMRE.PRC",3.97,"M",NA,NA,285,NA,41.79,NA,3970000,NA,285
"547","CMRE.PRD",3.99,"M",NA,NA,5098,NA,69.99,NA,3990000,NA,5098
"548","CMRE.PRE",4.57,"M",NA,NA,13325,NA,67.29,NA,4570000,NA,13325
"549","CMS",289.46,"M",287.92,"M",3.53,"M",-5.31,1.23,289460000,287920000,3530000
"550","CMS.PRB",NA,NA,NA,NA,390,NA,86.6,NA,NA,NA,390
"551","CMSA",NA,NA,NA,NA,5561,NA,2.3,NA,NA,NA,5561
"552","CMSC",NA,NA,NA,NA,25468,NA,-56.07,NA,NA,NA,25468
"553","CMSD",NA,NA,NA,NA,7973,NA,-86.41,NA,NA,NA,7973
"554","CNA",271.66,"M",26.86,"M",430592,NA,-25.99,1.6,271660000,26860000,430592
"555","CNC",582.73,"M",570.6,"M",9.93,"M",27.62,1.74,582730000,570600000,9930000
"556","CND",28.35,"M",27.41,"M",11427,NA,-59.72,0.04,28350000,27410000,11427
"557","CND.U",28.35,"M",28.23,"M",10000,NA,6072.84,0.04,28350000,28230000,10000
"558","CNF",68.58,"M",NA,NA,3398,NA,76.43,NA,68580000,NA,3398
"559","CNHI",1.35,"B",984.62,"M",4.7,"M",5.24,0.48,1.35e+09,984620000,4700000
"560","CNI",710.3,"M",607.69,"M",5.8,"M",31.67,0.95,710300000,607690000,5800000
"561","CNK",119.54,"M",105.99,"M",20.58,"M",-3.4,19.42,119540000,105990000,20580000
"562","CNMD",29.09,"M",28.79,"M",1.58,"M",7.18,5.48,29090000,28790000,1580000
"563","CNNE",91.66,"M",85.87,"M",2.89,"M",-15.69,3.37,91660000,85870000,2890000
"564","CNO",131.57,"M",129.69,"M",3.6,"M",10.45,2.78,131570000,129690000,3600000
"565","CNO.PRA",6,"M",NA,NA,5280,NA,55.39,NA,6e+06,NA,5280
"566","CNP",551.58,"M",571.37,"M",16.85,"M",-3.96,2.95,551580000,571370000,16850000
"567","CNP.PRB",19.55,"M",NA,NA,49048,NA,-25.56,NA,19550000,NA,49048
"568","CNQ",1.18,"B",1.16,"B",5.65,"M",3.39,0.49,1.18e+09,1.16e+09,5650000
"569","CNR",125.71,"M",52.46,"M",4.41,"M",8.48,8.41,125710000,52460000,4410000
"570","CNS",48.24,"M",24.02,"M",367389,NA,-13.78,1.53,48240000,24020000,367389
"571","CNX",220.27,"M",217.09,"M",15.78,"M",-5.23,7.27,220270000,217090000,15780000
"572","CO",121.55,"M",34.73,"M",1.6,"M",17.47,4.61,121550000,34730000,1600000
"573","CODI",64.9,"M",54.63,"M",347667,NA,13.38,0.64,64900000,54630000,347667
"574","CODI.PRA",NA,NA,NA,NA,1423,NA,43.59,NA,NA,NA,1423
"575","CODI.PRB",NA,NA,NA,NA,1736,NA,144.16,NA,NA,NA,1736
"576","CODI.PRC",NA,NA,NA,NA,1177,NA,45.85,NA,NA,NA,1177
"577","COE",12.26,"M",2.08,"M",43514,NA,1.47,2.09,12260000,2080000,43514
"578","COF",451.49,"M",446.8,"M",5.52,"M",24.43,1.24,451490000,446800000,5520000
"579","COF.PRG",NA,NA,NA,NA,7513,NA,-36.92,NA,NA,NA,7513
"580","COF.PRH",NA,NA,NA,NA,3520,NA,-64.94,NA,NA,NA,3520
"581","COF.PRI",NA,NA,NA,NA,57736,NA,-31.2,NA,NA,NA,57736
"582","COF.PRJ",50,"M",NA,NA,203286,NA,4.74,NA,5e+07,NA,203286
"583","COF.PRK",5,"M",NA,NA,13569,NA,50.22,NA,5e+06,NA,13569
"584","COG",399.66,"M",390.76,"M",20.25,"M",30.42,5.18,399660000,390760000,20250000
"585","COLD",252.54,"M",251.87,"M",9.41,"M",-5.05,3.74,252540000,251870000,9410000
